template_name,template_path,template_language,label,detected_smells,always_true_conditions,always_false_conditions,dead_resources,unused_parameters,unused_conditions,no_sourced_outputs,no_sourced_conditions,circular_dependencies,cascading_provisioning_failures,hard_coded_secrets,unrestricted_ip_addresses,unprotected_secrets,parse_time,dependency_graph_build_time,dependency_graph_analysis_time,dependency_graph_analysis_result
template_15499_Security-Best-Practices-for-CodeBuild.yaml,data/cloudformation_collected_templates_new\template_15499_Security-Best-Practices-for-CodeBuild.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.01600813865661621,0.0,0.0,
template_15545_ddbs.cfn.yaml,data/cloudformation_collected_templates_new\template_15545_ddbs.cfn.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.011864900588989258,0.0,0.0,
template_15595_function_with_deployment_alarms_and_hooks.yaml,data/cloudformation_collected_templates_new\template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,smelly,circular_dependencies,0,0,0,0,0,0,0,1,0,0,0,0,0.011998653411865234,0.0,0.0,"{'circular_dependencies': [{'cycle': ['MyLambdaFunction', 'FunctionErrorsAlarm', 'MyLambdaFunction'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['MyLambdaFunction', 'FunctionErrorsAlarm']}, {'cycle': ['MyLambdaFunction', 'AliasErrorsAlarm', 'MyLambdaFunction'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['AliasErrorsAlarm', 'MyLambdaFunction']}, {'cycle': ['MyLambdaFunction', 'NewVersionErrorsAlarm', 'MyLambdaFunction'], 'cycle_length': 2, 'cycle_type': 'pure_resource_cycle', 'nodes_involved': ['NewVersionErrorsAlarm', 'MyLambdaFunction']}]}"
template_16717_function_with_function_url_config_with_intrinsics.json,data/cloudformation_collected_templates_new\template_16717_function_with_function_url_config_with_intrinsics.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0070035457611083984,0.0,0.0,
template_16754_http_api_with_custom_domain_route53_multiple.json,data/cloudformation_collected_templates_new\template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.01900029182434082,0.0,0.0010006427764892578,
template_17116_01_A4L_vpn_demo.yaml,data/cloudformation_collected_templates_new\template_17116_01_A4L_vpn_demo.yaml,cloudformation,smelly,unrestricted_ip_addresses,0,0,0,0,0,0,0,0,0,0,1,0,0.027463912963867188,0.0010118484497070312,0.0,"{'unrestricted_ip_addresses': [{'resource_id': '970f31d7-ae4b-4ab7-8a07-70e5e082f1b2', 'resource_name': 'VPCASecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '22', 'direction': None}, {'resource_id': 'f44c8369-8558-455f-a424-21c81e39c43a', 'resource_name': 'VPCBSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '22', 'direction': None}]}"
template_17330_aws-cloudformation.cf.yml,data/cloudformation_collected_templates_new\template_17330_aws-cloudformation.cf.yml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.01751708984375,0.0,0.0,
template_19229_cloudformation.json,data/cloudformation_collected_templates_new\template_19229_cloudformation.json,cloudformation,smelly,unused_conditions;cascading_provisioning_failures;hard_coded_secrets;unrestricted_ip_addresses;unprotected_secrets,0,0,0,0,1,0,0,0,1,1,1,1,0.018299102783203125,0.0010001659393310547,0.017004728317260742,"{'hard_coded_secrets': [{'resource_id': '40a9313a-a08e-4c39-9e39-2862a6e2785d', 'resource_name': 'DB', 'resource_type': 'AWS::RDS::DBInstance', 'property_path': 'MasterUserPassword'}], 'unrestricted_ip_addresses': [{'resource_id': 'ac6c0811-6293-4eb6-933e-8fc4f8a97ef4', 'resource_name': 'InstanceSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '1-65535', 'direction': None}], 'unprotected_secrets': [{'parameter_id': '001cbfca-e3d3-42a1-bb4d-e74e5e0b4c7b', 'parameter_name': 'GitHubClientSecret'}], 'unused_conditions': [{'name': 'Cond.DevMode', 'id': '3e72ed98-2133-4e88-8593-b011a195ec64'}], 'cascading_provisioning_failures': [{'gated_resource': 'EventsTopic', 'dependent_resource': 'EmpirePolicy', 'condition': 'Cond.SNSEvents'}, {'gated_resource': 'EventsTopic', 'dependent_resource': 'TaskDefinition', 'condition': 'Cond.SNSEvents'}, {'gated_resource': 'EventsTopic', 'dependent_resource': 'Service', 'condition': 'Cond.SNSEvents'}, {'gated_resource': 'ApplicationLogGroup', 'dependent_resource': 'DockerPolicy', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'ApplicationLogGroup', 'dependent_resource': 'TaskDefinition', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'ApplicationLogGroup', 'dependent_resource': 'Service', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'PostgresLogGroup', 'dependent_resource': 'DockerPolicy', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'DaemonLogGroup', 'dependent_resource': 'DockerPolicy', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'DaemonLogGroup', 'dependent_resource': 'TaskDefinition', 'condition': 'Cond.CloudWatchLogs'}, {'gated_resource': 'DaemonLogGroup', 'dependent_resource': 'Service', 'condition': 'Cond.CloudWatchLogs'}]}"
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,data/cloudformation_collected_templates_new\template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,smelly,unused_parameters;unprotected_secrets,0,0,0,1,0,0,0,0,0,0,0,1,0.01199650764465332,0.0,0.0030028820037841797,"{'unprotected_secrets': [{'parameter_id': '7dd41337-111a-49d7-b273-3ccaa22d899a', 'parameter_name': 'functionamplifyIdentityBrokerTokenName'}], 'unused_parameters': [{'name': 'CloudWatchRule', 'id': 'd1edfbe8-9fea-4d5b-b4e8-7f78db243600'}, {'name': 'functionamplifyIdentityBrokerClientsName', 'id': '5e2c0b93-c0aa-421d-9a3e-1e56217db13b'}]}"
template_19868_bad.yml,data/cloudformation_collected_templates_new\template_19868_bad.yml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.010053157806396484,0.0,0.0,
template_19934_bad.yml,data/cloudformation_collected_templates_new\template_19934_bad.yml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.009005069732666016,0.0,0.0,
template_21164_VPCPeering-Accepter.main.cfn.yaml,data/cloudformation_collected_templates_new\template_21164_VPCPeering-Accepter.main.cfn.yaml,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.03007054328918457,0.0,0.0,
template_21284_template.yml,data/cloudformation_collected_templates_new\template_21284_template.yml,cloudformation,smelly,always_true_conditions;always_false_conditions;dead_resources;unused_parameters;no_sourced_conditions;hard_coded_secrets,1,1,1,1,0,0,1,0,0,1,0,0,0.04957914352416992,0.0,0.013004779815673828,"{'always_false_conditions': [{'name': 'Cond.CreateWebSiteS3Bucket', 'id': 'ef2c5379-cc4e-4057-8dfa-e71d186c09d4'}], 'always_true_conditions': [{'name': 'Cond.CreateCodeBuildResources', 'id': '7459d711-8a52-4c09-93ae-d725677179c3'}], 'dead_resources': [{'name': 'WebsiteS3Bucket', 'id': '733438f7-451f-4f2f-b01e-dc311dac6b1e', 'type': 'AWS::S3::Bucket'}], 'hard_coded_secrets': [{'parameter_id': 'dcfe532d-99ea-4ccc-b9ca-3042b132023d', 'parameter_name': 'RepositoryToken'}], 'unused_parameters': [{'name': 'RepositoryEnableIssues', 'id': '0a7eb73f-216b-4572-bc58-8df3da559be9'}], 'no_sourced_conditions': [{'name': 'Cond.CreateCodeBuildResources', 'id': '7459d711-8a52-4c09-93ae-d725677179c3'}, {'name': 'Cond.CreateWebSiteS3Bucket', 'id': 'ef2c5379-cc4e-4057-8dfa-e71d186c09d4'}]}"
template_21622_corestack_secops_readonly_028811834831.json,data/cloudformation_collected_templates_new\template_21622_corestack_secops_readonly_028811834831.json,cloudformation,smelly,no_sourced_outputs,0,0,0,0,0,1,0,0,0,0,0,0,0.014466285705566406,0.0,0.007002592086791992,"{'no_sourced_outputs': [{'name': 'Out.ExternalId', 'id': 'cdf79b06-e60a-442f-9637-c9f2f432c80b'}]}"
template_21636_template.json,data/cloudformation_collected_templates_new\template_21636_template.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.002000093460083008,0.0,0.0,
template_22552_positive4.json,data/cloudformation_collected_templates_new\template_22552_positive4.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.010002613067626953,0.0,0.0,
template_22695_negative1.yaml,data/cloudformation_collected_templates_new\template_22695_negative1.yaml,cloudformation,smelly,unused_parameters,0,0,0,1,0,0,0,0,0,0,0,0,0.010086297988891602,0.0,0.0,"{'unused_parameters': [{'name': 'OperatorEmail', 'id': '5d2b8db2-07d9-45ab-9a17-711a8aa29518'}]}"
template_22716_positive2.json,data/cloudformation_collected_templates_new\template_22716_positive2.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.012049674987792969,0.0,0.0,
template_23808_positive1.yaml,data/cloudformation_collected_templates_new\template_23808_positive1.yaml,cloudformation,smelly,unrestricted_ip_addresses,0,0,0,0,0,0,0,0,0,0,1,0,0.007004499435424805,0.0,0.0,"{'unrestricted_ip_addresses': [{'resource_id': '97c240f0-b5d7-4d61-9ea6-f5152b24d14d', 'resource_name': 'InstanceSecurityGroup', 'resource_type': 'AWS::EC2::SecurityGroup', 'property_path': 'SecurityGroupIngress[0].CidrIp', 'ip_value': '0.0.0.0/0', 'port': '22', 'direction': None}]}"
template_25158_positive2.json,data/cloudformation_collected_templates_new\template_25158_positive2.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
template_25223_positive3.json,data/cloudformation_collected_templates_new\template_25223_positive3.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.0071408748626708984,0.0,0.0,
template_25790_positive4.json,data/cloudformation_collected_templates_new\template_25790_positive4.json,cloudformation,clean,,0,0,0,0,0,0,0,0,0,0,0,0,0.009999990463256836,0.0,0.0,
template_25955_negative2.json,data/cloudformation_collected_templates_new\template_25955_negative2.json,cloudformation,smelly,hard_coded_secrets,0,0,0,0,0,0,0,0,0,1,0,0,0.014426708221435547,0.0,0.0,"{'hard_coded_secrets': [{'resource_id': '74b066f3-ca6a-4f01-a138-f438518bec54', 'resource_name': 'RedshiftCluster2', 'resource_type': 'AWS::Redshift::Cluster', 'property_path': 'MasterUserPassword'}]}"
template_26434_negative19.yaml,data/cloudformation_collected_templates_new\template_26434_negative19.yaml,cloudformation,smelly,unprotected_secrets,0,0,0,0,0,0,0,0,0,0,0,1,0.0069997310638427734,0.0,0.0,"{'unprotected_secrets': [{'parameter_id': '6abf1a66-a726-4f6a-91c6-609a6202f1ab', 'parameter_name': 'PinpointAPNSVoipChannelTokenKey'}]}"
